t,cpu_c,cpu_mhz,fan_rpm,prochot,prochot_ms,gpu_c,gpu_w,gpu_mhz,gpu_util,gpu_throttle
2344.4,83,3278,4300,206,732,68,27.74,1425,42,sw-power
2347.4,81,3014,4300,206,732,69,27.78,1455,41,sw-power
2350.5,83,2553,4300,225,920,65,10.55,825,6,-
2353.5,84,2813,4300,267,1263,64,10.90,870,13,-
2356.5,84,2507,4300,267,1263,64,11.47,975,22,-
2359.6,87,2971,4300,273,1312,64,9.12,517,2,-
2362.8,79,2894,4300,273,1312,66,20.89,1462,35,-
2365.8,79,2961,4300,273,1312,67,25.36,1500,37,sw-power
2368.8,80,2748,4300,273,1312,67,24.10,1500,37,sw-power
2371.9,80,2686,4300,273,1312,67,26.66,1627,41,sw-power
2374.9,80,2532,4300,273,1312,65,22.49,1507,18,-
2378.1,82,2709,4300,273,1312,69,32.41,1650,56,sw-power
2381.1,81,3165,4300,273,1312,69,30.77,1725,58,sw-power
2384.2,79,2942,4300,273,1312,69,30.15,1702,54,sw-power
2387.2,81,2971,4300,273,1312,68,25.45,1530,40,sw-power
2390.3,80,2991,4300,273,1312,68,25.47,1612,39,sw-power
2393.3,80,2977,4300,273,1312,68,26.89,1597,43,sw-power
2396.3,80,2831,4300,273,1312,68,26.17,1657,39,-
2399.4,85,2483,4300,273,1312,68,24.75,1357,35,-
