t,cpu_c,cpu_mhz,fan_rpm,prochot,prochot_ms,gpu_c,gpu_w,gpu_mhz,gpu_util,gpu_throttle
0.0,60,3311,4300,0,0,47,3.89,180,0,-
5.0,67,2644,4300,102,188,48,3.36,180,0,-
10.1,69,2650,4300,102,188,48,3.36,180,0,-
15.1,68,2646,4300,102,188,48,3.37,180,0,-
